Episode,Review,Processed_Review,Sentiment,Confidence
Episode 2,"Much darkness, little substance - After the hopeful start in Episode 1 of the season, this episode is rather weaker, plunging at times into boredom and poor dialogues. Nevertheless, it consistently finds a hook to draw viewers into its mystery and crime story, something quite unfamiliar in Star Wars. It feels like a classic TV crime drama that doesn't require much attention to understand. Combined with the great sets shown in this episode, it makes the whole episode worth watching. However, the character development remains shallow, leaving viewers disconnected from the protagonists. The pacing issues also disrupt the overall narrative flow, making it challenging to stay engaged throughout.",darkness little substance hopeful start Episode 1 season episode weak plunge time boredom poor dialogue consistently find hook draw viewer mystery crime story unfamiliar Star Wars feel like classic tv crime drama require attention understand combine great set show episode make episode worth watch character development remain shallow leave viewer disconnect protagonist pacing issue disrupt overall narrative flow make challenge stay engaged,NEGATIVE,0.9925848841667175
Episode 3,"The plot from beginning to the end had the least amount of connections for this to be considered an episode instead of a slideshow. Characters are plain and flat, their relationships with each other one dimensional, seemingly important information is told in throwaway lines. Example for how bad the writing was: the best plan a coven of force wielding witches (who's two most powerful members were able to will the force to conceive two children?!) could come up with is to ask children to lie to fully trained Jedi who can not only easily see through them, but already know they are force sensitive.",plot begin end connection consider episode instead slideshow character plain flat relationship dimensional seemingly important information tell throwaway line example bad writing good plan coven force wield witch powerful member able force conceive child come ask child lie fully train Jedi easily know force sensitive,NEGATIVE,0.9938991069793701
Episode 3,"This episode advances/exposits the plot about as much as a few lines of dialogue would've. It fills in a few holes/questions from the previous two episodes, but we really didn't need *all* of the ""Jedi come and find the sisters"" story onscreen. Perhaps if the dialogue were especially interesting, or the characters interacted in an interesting way, then, yeah, sure, go ahead and give us an entire rundown of that day's events, but no, the characters haven't progressed much further that Mae (bad seed) and Osha (neutral seed). And once again, despite having Carrie Anne Moss there onscreen, she's underutilized.",episode advance exposit plot line dialogue fill hole question previous episode need Jedi come find sister story onscreen dialogue especially interesting character interact interesting way yeah sure ahead entire rundown day event character progress Mae bad seed Osha neutral seed despite have Carrie Anne Moss onscreen underutilize,POSITIVE,0.7783339619636536
Episode 3,"This episode really just didn't click for me. I don't adore this new type of force powers we see with these witches, I will hold my judgement about whether this really breaks star wars canon and does diminish Anakin's status as the Chosen one, if that is true I will be really disillusioned with this direction star wars is going. I also really don't understand how these events on Brendok turn Mae so violently against the Jedi if she is the one who sets fire to and blows up the temple. I understand that whatever sith she is now training under is likely manipulating her memory of the event to ascribe blame upon the Jedi, but that just doesnt sit right with me, futhermore there may have been some unseen confrontation between the witches and the jedi that happens off screen that Mae witnesses, but she literally tries to kill her sister and by doing so blows up their home, likely being the reason the witches die. I really hope this series picks up, but so far it just feels too messy, and when trying to make an intelligent whodunit, messy doesn't work. I want to believe that the vagueness surrounding almost every story beat is on purpose, to hide things from the audience or to be showing us the world as Osha understands it and to create a big reveal, but I just don't have the faith in Disney star wars to be quite so intentional about such a thing.",episode click adore new type force power witch hold judgement break star war canon diminish Anakin status choose true disillusion direction star war go understand event Brendok turn Mae violently Jedi set fire blow temple understand sith train likely manipulate memory event ascribe blame Jedi not sit right futhermore unseen confrontation witch jedi happen screen Mae witness literally try kill sister blow home likely reason witch die hope series pick far feel messy try intelligent whodunit messy work want believe vagueness surround story beat purpose hide thing audience show world Osha understand create big reveal faith Disney star war intentional thing,NEGATIVE,0.9960653185844421
Episode 3,"There is so much wrong with this series but this episode is by far the worst of the lot. The Jedi are weak and pathetic, the twins aren't twins, the dialogue is horrible, the story makes no sense. How does Torbin go from being a Padawan to a master in six years? (He took the Barash vow and stopped speaking ten years before the present and he was supposedly a Master, and episode 3 took place 16 years before present where he was a Padawan). Is Sol so weak that he can't force catch both the girls? 4 Jedi let a force user punk Torbin and just watch and then act like nothing happened. How does Disney keep spending millions on garbage like this?",wrong series episode far bad lot Jedi weak pathetic twin twin dialogue horrible story make sense Torbin Padawan master year take Barash vow stop speak year present supposedly Master episode 3 take place 16 year present Padawan Sol weak force catch girl 4 Jedi let force user punk Torbin watch act like happen Disney spend million garbage like,NEGATIVE,0.9989442229270935
Episode 3,"This felt like the most un-Star Wars product released since Disney took over. Super bland characters, extremely predictable script, and poorly written dialogue. I don't have time to really go into the issues with this series' concept of the witches and the way this ridicules the importance of Anakin's genesis. Yes, magic exists in the Star Wars universe, no, it shouldn't look like this with only one Dathomirian and active force wielders who can impregnate people. This was such a special opportunity to create an epic story in a rare time period yet it feels like the director didn't even want to create a Star Wars show.",feel like un Star Wars product release Disney take super bland character extremely predictable script poorly write dialogue time issue series concept witch way ridicule importance Anakin genesis yes magic exist Star Wars universe look like dathomirian active force wielder impregnate people special opportunity create epic story rare time period feel like director want create Star Wars,NEGATIVE,0.9994364380836487
Episode 3,"First off, I just want to say I am tired of defending the new star wars shows. I get that both boba fett & obi wan were tough watches for some people but the mandolorian and Andor were some of the best star wars i've seen in a good bit.This on the other hand, this is tough to watch. I was okay with the first two episodes but this episode literally made me say outloud ""What the heck is happening?"" to which by the end of the episode I felt like I just wasted my time watching something Star Wars. Even just the thought of wasting my time on something in the star wars universe makes me extremely sad to think about. I absolutely love the world George Lucas made and I know that some shows and movies that have come out have been divisive and a let down but this show is on a complete other level. I feel that Kathleen Kennedy and here team are taking what was good about the universe (both canon and non canon alike) and destroying it. Disney is giving you basically unlimited amounts of money to make something great but you instead took what seems like a screenplay from some 10 year olds star wars fan fiction and made it into reality. I'm just tired, sad and upset at the way she and her team is handling this. There is so much good non-canon storytelling out there, stop trying to recreate the wheel and give the fans what they want.I am going to try to give this show the benefit of the doubt but my expectations for the rest of this series has dropped to zero.",want tired defend new star war show boba fett obi wan tough watch people mandolorian Andor good star war see good bit hand tough watch okay episode episode literally outloud heck happen end episode feel like waste time watch Star Wars thought waste time star war universe make extremely sad think absolutely love world George Lucas know show movie come divisive let complete level feel Kathleen Kennedy team take good universe canon non canon alike destroy Disney give basically unlimited amount money great instead take like screenplay 10 year old star war fan fiction reality tired sad upset way team handle good non canon storytelle stop try recreate wheel fan want go try benefit doubt expectation rest series drop zero,NEGATIVE,0.9927115440368652
Episode 3,"Through the years I've been the biggest Star Wars supporter. Almost to the point where I would go out of my way to find the good in everything they release. To be quite frank, I just sounded dumb. I try my best to make sense of The Rise of Skywalker. I'm that kind of Star Wars fan. But I think this might be the episode that has finally done it for me. I think I'm done. I've watched a lot of bad Star Wars and it seems to be getting worse yearly but this might be the worst that I've ever seen. I've tried my best in my head to make sense of it, but sometimes the answer is that it just absolutely sucks. We've reached the point where they don't even try to hide, their agendas. I hate being the person to say this, I really really hate it but it's obvious. When I look back into the past, I will remember this episode as the reason I have stopped watching Star Wars. I'm one person and it doesn't matter what I say, but I'm just expressing my feelings here in this review. I've officially lost faith in them. I am done giving any of my time and money to new stuff. Time and time again they have disappointed me. It's obvious they don't care about their fan base and are content catering to a small group
of blue haired individuals. Well.... I hope it was worth it because your product is dying... heck it's on life support. Time to execute order 66 on the shows creator and Lucas film president. Wow this was just a horrible 40 minutes that I'll never get back. I feel dirty hating it this much but it's just that bad.","year big Star Wars supporter point way find good release frank sound dumb try good sense Rise Skywalker kind Star Wars fan think episode finally think watch lot bad Star Wars get bad yearly bad see try good head sense answer absolutely suck reach point try hide agenda hate person hate obvious look past remember episode reason stop watch Star Wars person matter express feeling review officially lose faith give time money new stuff time time disappoint obvious care fan base content cater small group 
 blue haired individual hope worth product die heck life support time execute order 66 show creator Lucas film president wow horrible 40 minute feel dirty hate bad",NEGATIVE,0.9974400997161865
Episode 3,This is how you ruin Star Wars....from within. The worse Star Wars series I have ever watched and definitely the worse episode I ever had to endure. It's a sad day for Star Wars. I wish George Lucas had never sold his beloved baby to Disney and why on gods green Earth did you make Kathleen Kennedy president of the franchise? I'm seriously stocker shocked. Why? Ohhhh Why?? Disney has proven over and over again that everything that they touch they destroy! Star Wars is officially over and destroyed for everyone who loved George Lucas vision of his beloved franchise. R. I. P Star Wars! Sorry to see it in a dumpster fire.,ruin Star Wars bad Star Wars series watch definitely bad episode endure sad day Star Wars wish George Lucas sell beloved baby Disney god green Earth Kathleen Kennedy president franchise seriously stocker shocked ohhhh Disney prove touch destroy Star Wars officially destroy love George Lucas vision beloved franchise R. I. P Star Wars sorry dumpster fire,NEGATIVE,0.9995463490486145
Episode 3,"I have been very cautious with this show. However, I am going to withhold my full judgement until all episodes have been released.Episode 3 was a mess. It focuses entirely in the past. The child acting was rough and that wasn't helped by the poor dialogue and awkward interactions with the other characters.The entire witch plot felt cheesy and slightly out of place.However, underneath it all, there is a true Star Wars story that wants to show itself.The witch's might be a bit different from what we've seen in star wars in the past, but they follow canon. The witches of dathomir can't be the only ones who draw on the force differently from the Jedi. It would make sense that the Jedi, even 100 years before the fall of the republic, would be very protective of the way the force is used, and who can use it.The mystery of how the twins were created is also intriguing because it mirrors that of the ""chosen one"" but how the girls were made would be considered an abomination to the Jedi.So that leaves me hoping for the story to unfold in a particular way. If I'm correct, Mae did not light the fire, it was the Jedi. They were sent to destroy the witches, but lied to Osha. The Jedi justify their actions as for the good of the republic.This type of mindset is already evident in the prequels. I can believe that has existed far longer then that.This show has a lot of shortcomings. But it has the potential to support the existing canon if it can stick the landing.",cautious go withhold judgement episode release episode 3 mess focus entirely past child acting rough help poor dialogue awkward interaction character entire witch plot feel cheesy slightly place underneath true Star Wars story want witch bit different see star war past follow canon witch dathomir one draw force differently Jedi sense Jedi 100 year fall republic protective way force use mystery twin create intriguing mirror choose girl consider abomination Jedi leave hope story unfold particular way correct Mae light fire Jedi send destroy witch lie Osha Jedi justify action good republic type mindset evident prequel believe exist far long lot shortcoming potential support exist canon stick landing,NEGATIVE,0.997703492641449
Episode 3,"Unironically one of the worst things I've ever had the misfortune of sitting through. People complain about the sequels, but this is an entirely different level. At least the sequels have enjoyable scenes, likeable characters, and aren't pure nonsense. This is just pure nonsense. It feels like it was pulled off a 12 year old's Tumblr fan-fiction.When the witches start singing together I almost shut it off. It was so cringey that I actually felt regret, Real regret. Like why did I waste my time watching this? I could have been washing dishes. I could have been shaving, How did I get to this low of a point in my life that I sat through this?",unironically bad thing misfortune sit People complain sequel entirely different level sequel enjoyable scene likeable character pure nonsense pure nonsense feel like pull 12 year old Tumblr fan fiction witch start singe shut cringey actually feel regret real regret like waste time watch wash dish shaving low point life sit,NEGATIVE,0.9976252913475037
Episode 3,"I looked at this website before watching the episode and expected some kind of atrocious thing.The truth is, this episode was not that bad at all. It is a bit boring, definitely not the best Star Wars show and the child actors were not all that great.I have the feeling the Coven can be compared to the Night Sisters so the tense atmosphere between them and the Jedi makes sense.May the fact the mother say 'we are not accepted out there' also be a reference to real world politics. It probably nods to them but it really did not bother me at all.Just like the fact there is no father, which I'm sure is an issue for some people as well. There were no men in the night sisters either and the fact that it has to do with 'magic/the force' is a perfectly fine explanation.There are some inconsistencies. You would expect Torbin to be the oldest jedi of the group, seeing his state in episode 2 and the fact he had been in that state for the past 10 years.Some other small things too, but I don't see any major issues with the plot. The only thing that made me shake my head is when all the witches were just randomly laying dead on the ground at the end.There was no fire nearby, no signs of an explosion. It does not make much sense every single one of them died except for the children.This show so far hasn't had any moments that jump out as epic. No truly memorable scenes. It is a very average show.Up to this point, the show does not deserve much praise. But also does not deserve the hate it is getting.",look website watch episode expect kind atrocious thing truth episode bad bit boring definitely good Star Wars child actor great feeling Coven compare Night Sisters tense atmosphere Jedi make sense fact mother accept reference real world politic probably nod bother like fact father sure issue people man night sister fact magic force perfectly fine explanation inconsistency expect Torbin old jedi group see state episode 2 fact state past 10 year small thing major issue plot thing shake head witch randomly lay dead ground end fire nearby sign explosion sense single die child far moment jump epic truly memorable scene average point deserve praise deserve hate get,NEGATIVE,0.8915169835090637
Episode 3,"This convent stuff is so cringe. This was such a waste of time these plots have been nailed and buried feet into the ground for decades! Our expanded universe gives unlimited potential and ideas. But no disney/Kathleen Kennedy just wanna pander their own interests. Star Wars: Acolyte Episode 3 disappoints on multiple fronts, failing to live up to the expectations set by its predecessors. The once-promising storyline feels increasingly convoluted, with character development taking a backseat to flashy but ultimately hollow action sequences.The pacing is erratic, lurching between slow, exposition-heavy scenes and frenetic battles without allowing for any meaningful buildup or tension. This results in a disjointed viewing experience that struggles to engage the audience on an emotional level.Furthermore, the dialogue feels forced and unnatural, with characters delivering lines that are cringe-worthy at best and outright nonsensical at worst. It's clear that the writing lacks the depth and nuance necessary to elevate the material beyond generic sci-fi tropes.Even the visual effects, typically a highlight of the Star Wars franchise, fall short of the mark, coming across as cheap and unpolished compared to previous installments. Overall, Star Wars: Acolyte Episode 3 is a lackluster entry in the series that fails to capture the magic of its predecessors.",convent stuff cringe waste time plot nail bury foot ground decade expand universe give unlimited potential idea disney Kathleen Kennedy wanna pander interest Star war Acolyte Episode 3 disappoint multiple front fail live expectation set predecessor promise storyline feel increasingly convolute character development take backseat flashy ultimately hollow action sequence pacing erratic lurch slow exposition heavy scene frenetic battle allow meaningful buildup tension result disjointed view experience struggle engage audience emotional level furthermore dialogue feels force unnatural character deliver line cringe worthy good outright nonsensical bad clear writing lack depth nuance necessary elevate material generic sci fi trope visual effect typically highlight Star Wars franchise fall short mark come cheap unpolished compare previous installment overall Star war Acolyte Episode 3 lackluster entry series fail capture magic predecessor,NEGATIVE,0.9989604949951172
Episode 3,"I never ever review. However, the slap in the face I have just received from Disney is enough to prompt a punchy response. Truly & honestly, its the biggest disappointment of an episode of any TV show I've ever seen. I had seen some chat about the 'money grabbing era' of Star Wars, and I tend to think more is better - why not make a loads of shows?This episode (and show) is why. They've spent $150million and have made the flattest, most lacklustre storyline, with a cast they've found in a cereal box. The witches weird interpretive dance, the child acting being terrible (no offence kids, they are -to be fair to them- children) and the dynamic between the twins is so wooden it makes me want to sit on a cactus. It's a complete cash-grab, and the amount of Disney executives pulling their hair out over how awful it is, is the only positive. It laughs at the ingenuity and vision of Lucas and overall is just depressing to any fan of the originals. The Mandalorian was epic, how did they get Acolyte so wrong?",review slap face receive Disney prompt punchy response truly honestly big disappointment episode tv see see chat money grab era Star Wars tend think well load shows?this episode spend $ 150million flat lacklustre storyline cast find cereal box witch weird interpretive dance child act terrible offence kid -to fair them- child dynamic twin wooden make want sit cactus complete cash grab Disney executive pull hair awful positive laugh ingenuity vision Lucas overall depressing fan original Mandalorian epic Acolyte wrong,NEGATIVE,0.993907630443573
Episode 3,"I gave the show a 3/10 based on the first two episodes but I jumped the gun. Having watched the third episode, I realize now that was way too generous.Nothing in this episode makes any sense. Characters act in completely unbelievable ways. A fire on a brick wall, results in a whole mountain burning down and killing practically everyone there? WHAT?The kids being recruited are older than Anakin form whom a Jedi master had to die in order to get him to be trained. Inconsistent with lore, much?They wrote themselves into a corner with this mindreading power because half the situations in this show could be easily resolved through use of that power which then seems ridiculous when they don't use it just so the plot can progress in the way the writers need it to.",give 3/10 base episode jump gun having watch episode realize way generous episode make sense character act completely unbelievable way fire brick wall result mountain burn kill practically what?the kid recruit old Anakin form Jedi master die order train inconsistent lore much?they write corner mindreade power half situation easily resolve use power ridiculous use plot progress way writer need,NEGATIVE,0.9922775030136108
Episode 3,"This was absolutely terrible. Very slow, poor dialogue, questionable choices of background and buildup, and an overall non-Star-Wars feel. They should be embarrassed at how bad this episode is. How this got past Filoni's desk, we'll never know. Music was very low-quality as well.The content is poor, and there is little to no sense of direction. Some laughable one-liners - ""there is no good and evil, it's just about power and who gets to use it."" A ""coven"" of witches? A witch who can incapacitate a padawan instantly, and then reverses it with the padawan not caring at all. Confusing buildup to this backstory.Overall, terrible. Worst thing I've ever seen from Lucasfilm. They need to do better.",absolutely terrible slow poor dialogue questionable choice background buildup overall non star war feel embarrassed bad episode get past Filoni desk know music low quality content poor little sense direction laughable liner good evil power get use coven witch witch incapacitate padawan instantly reverse padawan care confuse buildup backstory overall terrible bad thing see Lucasfilm need well,NEGATIVE,0.999309778213501
Episode 3,"But man, this episode was absolutely brutal to watch. Incredibly slow and boring. I was nearly put to sleep halfway through it, and when it wasn't being boring it was focused on inventing its own Star Wars canon out of whole cloth. So the force just randomly decides it wants to birth kids whenever it wants now? Fully undermines the supposed ""special"" nature of Anakin's birth as the chosen one, unless these twins are ""chosen ones"" now as well. Not to mention the force is now ""the thread"" and the fire that Mae started went from small blaze to everyone being dead within 5 minutes. All in all, terrible example of logical storytelling, writing, and one of the clearest examples of what happens when a director and writers prioritize installing their worldview into their content as opposed to just making a coherent story.",man episode absolutely brutal watch incredibly slow boring nearly sleep halfway bore focus invent Star Wars canon cloth force randomly decide want birth kid want fully undermine suppose special nature Anakin birth choose twin choose one mention force thread fire Mae start go small blaze dead 5 minute terrible example logical storytelling writing clear example happen director writer prioritize instal worldview content oppose make coherent story,NEGATIVE,0.9969629645347595
Episode 3,".....there is plenty of space for things not shown in previous Star Wars stories. A coven of force-sensitive women isn't outside the realm of possibility. And they might have been prosecuted because of their powers. There are several planets at least in the old Star Wars extended universe which were hostile to force users in general or Jedi in particular.Moreover, this coven's interpretation of the Force as a ""thread"" might be different from what we have heard in Star Wars but it might just be a subjective description of what could be the same thing. Throughout our history there were several ways of describing something like gravity. Newton decribed it as a force, Faraday and Maxwell decribed it as a field of force extending outward at the speed of light and Einstein thought of it as a fundamental property of matter bending space and time around it. All we know is that if you drop a stone then it will fall to the ground. Considering that these witches only use the powers of ""Force push and Force pull"" which we have seen countless times in Star Wars, I can't say that their understanding of the Force breaks the ""in universe"" rules of Star Wars.As to the ""immaculate conception"" of the twins we have too little information from this episode alone to make an assessment if it ""breaks Star Wars"". Something similar happened in Star Wars only once with Anakin Skywalker. That was a major event caused by ""The Will of the Force"". The head of the coven described it as a ""miracle"". It doesn't look like it's a convenient work-around for this coven to procreate without males. However, since such an event would require a ""major disturbance in the Force"" and not ""It just happens because the plot demanded it!"", the writers certainly owe us an explanation better than ""I created them."".As to the Jedi. They execute their right to test children for their Force potential. I see no indicators that they would simply remove children from their families against their will by force. The witches fear that they will have to leave if they pass the Jedis' test but we simply don't know the protocol here. There is a ""cultural conflict"" with the coven and we just don't know how the Jedi would resolve this conflict if push came to shove.So much for Star Wars ""theory"", but does this episode work as entertainment? Well, it certainly is a slow burn. The relationship of the sisters isn't very riveting. It is abundantly clear that both are still very immature and not ready to ""ascend"" to anything. What makes it even worse is that they're played by child actors who arent very good at acting. The rest of the cast are uneven in their acting. The performance of Mother Aniseya is overly dramatic which subtracts from the gravitas she should have as a leader. Many other roles are either hyper-emotionals or wooden stoics. There certainly isn't much to connect to as a viewer. It says a lot when the Wookie Jedi is the most likable character (and if you're a cynic then you could say he has the best dialogue). The setting and the sets are nice, though. However, there were some strange editing choices of cutting away from a grandiose CGI scene to parts obviously shot on sound stages. Moreover, my pesky brain had some problems with dimensions and internal ""world logic"". How does a huge reactor room fit into a slim mountain? Where do all these witches get their food?Finally, the way one of the twins ""resolves"" her inner conflict leading to a catastrophe only shows how poorly prepared and trained she was by her coven to deal with her potential. Basically, she proves the Jedi right. She needs additional training by experts lest she turns to the Dark Side.All things considered, this episode isn't a ""world breaker"" but it certainly isn't a highlight of entertainment. It is a long flashback filler episode which seems to set up character motivations later in the season. Things like that have been done more efficiently.All in all this episode is just ""mid"". I hope the writers will eventually get to ""the good stuff"". Three episodes out of eight is a rather lengthy setup period.",plenty space thing show previous Star Wars story coven force sensitive woman outside realm possibility prosecute power planet old Star Wars extend universe hostile force user general Jedi particular coven interpretation Force thread different hear Star Wars subjective description thing history way describe like gravity Newton decribe force Faraday Maxwell decribe field force extend outward speed light Einstein think fundamental property matter bend space time know drop stone fall ground consider witch use power force push Force pull see countless time Star Wars understanding Force break universe rule Star Wars immaculate conception twin little information episode assessment break Star Wars similar happen Star Wars Anakin Skywalker major event cause Force head coven describe miracle look like convenient work coven procreate male event require major disturbance Force happen plot demand writer certainly owe explanation well create Jedi execute right test child Force potential indicator simply remove child family force witch fear leave pass Jedis test simply know protocol cultural conflict coven know Jedi resolve conflict push come shove Star Wars theory episode work entertainment certainly slow burn relationship sister riveting abundantly clear immature ready ascend make bad play child actor not good act rest cast uneven acting performance Mother Aniseya overly dramatic subtract gravita leader role hyper emotional wooden stoic certainly connect viewer say lot Wookie Jedi likable character cynic good dialogue setting set nice strange editing choice cut away grandiose cgi scene part obviously shoot sound stage pesky brain problem dimension internal world logic huge reactor room fit slim mountain witch food?finally way twin resolve inner conflict lead catastrophe show poorly prepare train coven deal potential basically prove Jedi right need additional training expert lest turn Dark thing consider episode world breaker certainly highlight entertainment long flashback filler episode set character motivation later season thing like efficiently episode mid hope writer eventually good stuff episode lengthy setup period,POSITIVE,0.830455482006073
Episode 3,"For me this episode follows in the same vein as the opening two. It expands on a reasonably interesting mystery with a concept of how the Jedi recruit Younglings. Children living away from their families as part of the Jedi Order is not addressed in the prequel trilogy, so for me it is a worthwhile subject.I think the existence of other cultures centred around the phenomenon of the force, albeit with a differing perspective to the Jedi is also an interesting idea. It works for world building in the Star Wars universe and developing stories outside of Jedi/Sith perception of the force that we already know from the movies.As for how the story is told and the portrayal of the central characters I think this is where The Acolyte slightly falls down. This episode involves a flashback, and the filmmakers do little to visually distinguish between Mae and Osha, which makes certain scenes confusing. Plus the reaction of one twin to a decision made by the other for me feels contrived to bring about dramatic events and spectacle. Much of the dialogue is quite simplistic (e.g. ""Both of them; her sister too"") and makes certain scenes feel drawn out in my opinion.Arguably there did not need to be an entire episode dedicated to giving us this backstory this early, especially as it alludes to things referenced in exposition dialogue provided in the previous episodes. If so why mention those aspects previously when it could have been left a total mystery and just shown here or preferably later? That being said I think the tension created by a scene that involves a confrontation between two groups of people works fairly well. Plus you do want to find out what happened in moments that were not shown. I think my patience will wear thin if it takes several more episodes to do so.I think most performances are okay given the material the actors have to work with. However, there is a lot of the episode carried by the young actresses who play the central characters. I never criticise children on screen as I admire anyone so young to be doing something with such confidence, but do not think the material nor direction gets the best out of them. The twins should not feel they failed in any way, as it is a big ask and the responsibility of the writer and director to use their talents better.The general cinematography, editing and art design is strong as you would expect from a Star Wars production.Again many comments on IMDB are exaggerated extremes (as always with SW) saying it's either the best show ever or comparable to something you wipe off the bottom of your shoe. In reality it's neither. Never trust the opinion of one-time reviewers (press the menu button (3 dots) to the right of the up/down vote button and select ""see all reviews by"" and you can find out) and always be suspicious of those who do not qualify statements (positive or negative) with actual reasons or specific aspects of the film/show.",episode follow vein opening expand reasonably interesting mystery concept Jedi recruit youngling child live away family Jedi Order address prequel trilogy worthwhile subject think existence culture centre phenomenon force albeit differ perspective Jedi interesting idea work world building Star Wars universe develop story outside Jedi Sith perception force know movie story tell portrayal central character think Acolyte slightly fall episode involve flashback filmmaker little visually distinguish Mae Osha make certain scene confusing plus reaction twin decision feels contrive bring dramatic event spectacle dialogue simplistic e.g. sister make certain scene feel draw opinion arguably need entire episode dedicate give backstory early especially allude thing reference exposition dialogue provide previous episode mention aspect previously leave total mystery show preferably later say think tension create scene involve confrontation group people work fairly plus want find happen moment show think patience wear thin take episode think performance okay give material actor work lot episode carry young actress play central character criticise child screen admire young confidence think material direction get good twin feel fail way big ask responsibility writer director use talent well general cinematography editing art design strong expect Star Wars production comment IMDB exaggerated extreme SW say good comparable wipe shoe reality trust opinion time reviewer press menu button 3 dot right vote button select review find suspicious qualify statement positive negative actual reason specific aspect film,POSITIVE,0.9870274662971497
Episode 3,"Life long star wars fan here. All of it. I read the books, the marvel star wars comics (including the high republic), I love most of the TV shows, including Ahsoka, and I play the video games.I gave the benefit of doubt after watching the first 2 episodes of Acolyte. I wasn't blown away by it but it was early to tell how things would pan out and it seemed OK. Episode 3 changed all of that. It felt like it was written by first year student or chatgpt and none of the characters' actions made any sense at all. It seems like a platform for divisive identity politics with little regard for coherent storytelling. So badly in fact, that it's unwatchable for 90% of the audience. I almost turned it off part way through as the cringe factor was off the scale.Has lucasfilm forgotten their core fans? How can it make financial sense to make something this expensive for such a tiny demographic? Surely it's guaranteed to fail? They're like the Arctic monkeys at this stage - unapologetically making music nobody is interested in, when they used to make cool stuff everybody loved.This is totally the wrong direction for the franchise. Just make great stories about good and evil which everyone can enjoy, regardless of their political beliefs! It's not that hard, and storytellers have done it for thousands of years. Keep the divisive politics out and you'll have wide appeal.Poor show, Disney. Really poor. And if you think I'm a bot, you need to seriously take a look at yourself and take some responsibility. We can't all be bots, can we?I'm done with Acolyte. I won't be watching any more episodes.",life long star war fan read book marvel star war comic_strip include high republic love tv show include Ahsoka play video game give benefit doubt watch 2 episode Acolyte blow away early tell thing pan ok episode 3 change feel like write year student chatgpt character action sense like platform divisive identity politic little regard coherent storytelling badly fact unwatchable 90 audience turn way cringe factor scale lucasfilm forget core fan financial sense expensive tiny demographic surely guarantee fail like Arctic monkey stage unapologetically make music interested cool stuff everybody love totally wrong direction franchise great story good evil enjoy regardless political belief hard storyteller thousand year divisive politic wide appeal poor Disney poor think bot need seriously look responsibility bot we?I'm Acolyte will watch episode,NEGATIVE,0.9970839619636536
Episode 3,"This flashback episode spends a lot of time showing us things that we already knew in just 2 previous episodes. Solid episode overall, and it may play a bigger role in the future, but for a first time view it just feels like we revisit a lot of things that were mentioned in the first 2 episodes.Obviously it introduces some key points, like the question of how the twins were created, why the witches' activities were ""illegal"" or why it must be kept a secret. However in an 8-episode long season it concerns me that a whole episode was spent on this, I feel like these informations could've been introduced to us in a different way, while we watch the main storyline unfold.As I said it may be that there are several important things that flew over our heads for now, and will have meaning later, but in that case a later placement for this episode (4, 5 or maybe even 6) would have been a better choice.",flashback episode spend lot time show thing know 2 previous episode solid episode overall play big role future time view feel like revisit lot thing mention 2 episode obviously introduce key point like question twin create witch activity illegal keep secret 8 episode long season concern episode spend feel like information introduce different way watch main storyline unfold say important thing fly head meaning later case late placement episode 4 5 maybe 6 well choice,NEGATIVE,0.8157978653907776
Episode 3,"Embarrassingly bad and it disrespects the essence of what Star Wars is. I'm generally not hard to please and have loved many Disney Star Wars shows and movies that others have not. (Ahsoka, Solo, Book of Boba Fett to name a few that I enjoyed) However this is disgustingly bad and feels more like a fan fic. The fact this show has the highest budget of any Star Wars project is astonishing because it completely falls flat. The dialogue is bad, even for Star Wars standards, and the acting does it no favors. The only saving grace of this show is Master Sol and his terrific actor. He is the only interesting character that holds any ounce of my attention at any given moment.",embarrassingly bad disrespect essence Star Wars generally hard love Disney Star Wars show movie Ahsoka Solo Book Boba Fett enjoy disgustingly bad feel like fan fic fact high budget Star Wars project astonishing completely fall flat dialogue bad Star Wars standard acting favor save grace Master Sol terrific actor interesting character hold ounce attention give moment,NEGATIVE,0.999578058719635
Episode 3,"No spoilers. This show keeps getting worse. I know they're kids but the acting was really really bad. The only people I liked in this episode were squid game guy, trinity, and tommen from game of thrones. To be fair I only like them cause of the actors playing them and not because they're actually compelling or interesting characters in any way. Oh and i liked the wookiee as well but probably just cause he doesn't speak so they can't write him to say bad dialogue.The costumes and effects are fine I guess. I don't really have anything to say about them honestly. The directing in this episode wasn't good either. They cut to slightly different versions of the same establishing shot like 10 times this episode and I don't think that's an exaggeration. Lots of cringe dialogue and singing for some reason also. My hope that this show will get even slightly better has gone from 5% last week to 0% now. I'll keep watching just to keep up with new star wars stuff but I really couldn't care less to be honest.",spoiler keep get bad know kid acting bad people like episode squid game guy trinity tomman game throne fair like cause actor play actually compelling interesting character way oh like wookiee probably cause speak write bad dialogue costume effect fine guess honestly directing episode good cut slightly different version establish shot like 10 time episode think exaggeration lot cringe dialogue singing reason hope slightly well go 5 week 0 watch new star war stuff care honest,NEGATIVE,0.9826907515525818
